,VideoID,Start,End,AnnotationTime,Description,true_id,Tenemos video
16612,JXSkYkiKO0I,42,46,70,A man does push-ups.,JXSkYkiKO0I_42_46,1
16738,ao-9B8IV9_E,175,187,51,A dog walks over a kid who is inside his house.,ao-9B8IV9_E_175_187,1
16850,fX5G_JwPlLo,640,660,29,A man is slicing the tape on a box to open it.,fX5G_JwPlLo_640_660,1
16917,cFzSEIGrEfA,0,24,163,A man is removing a skin of a fish with a knife.,cFzSEIGrEfA_0_24,1
16993,Ayh26v6Nies,17,22,51,Two puppies are playing with a piece of paper.,Ayh26v6Nies_17_22,1
17062,Y4BeJ-64294,20,30,51,A man shoots at a barrel.,Y4BeJ-64294_20_30,1
17130,Qtu-PXuvCx4,12,17,32,A baby eats a chocolate bunny.,Qtu-PXuvCx4_12_17,1
17181,-DKuLXYoY3g,14,20,55,A boy is playing,-DKuLXYoY3g_14_20,1
17236,_0nX-El-ySo,83,93,69,A man is cutting a piece of paper in half lengthwise using scissors.,_0nX-El-ySo_83_93,1
17328,D2FbgK_kkE8,121,151,16,a lady cutting a pineapple,D2FbgK_kkE8_121_151,1
17411,BIqVvRh_cEY,143,149,59,A young boy is running.,BIqVvRh_cEY_143_149,1
17467,GWQTAe64m-0,91,94,67,A man is taking pictures with a camera of a woman modeling.,GWQTAe64m-0_91_94,1
17508,TwQzFqBqgeA,0,10,33,A man is relaxing on the beach.,TwQzFqBqgeA_0_10,1
17585,qPXynwa_2iM,15,25,58,A dog runs across water in slow motion.,qPXynwa_2iM_15_25,1
17717,d_BWuttLRFM,42,52,38,A boy plays a flute.,d_BWuttLRFM_42_52,1
17777,Lw0eGsYxElA,11,14,60,A man in a suit snaps a stick in half.,Lw0eGsYxElA_11_14,1
17937,HZqscSWtHmo,24,34,28,A man sings into a microphone.,HZqscSWtHmo_24_34,1
17992,98shpdib9sg,55,62,21,A boy is moving his shoulders from side to side.,98shpdib9sg_55_62,1
18076,iuqVpMdb1NM,35,43,76,Someone folds a piece of paper in half with the yellow side out.,iuqVpMdb1NM_35_43,1
18121,F44bLc6t7-I,1,8,44,A chef is serving food and speaking.,F44bLc6t7-I_1_8,1
18161,QGgJlHi3tjw,1,15,62,A motivational speaker does a speech.,QGgJlHi3tjw_1_15,1
18243,e-j59PqJjSM,264,277,78,Someone quarters a tomato using a cleaver.,e-j59PqJjSM_264_277,1
18288,W8l_ezoU8Lc,55,70,354,A man is playing a guitar.,W8l_ezoU8Lc_55_70,1
18357,2YhDTpzxd3c,149,154,15,A woman feeds a man food.,2YhDTpzxd3c_149_154,1
18415,uH8ObB_dyOk,159,166,103,"Two women are shopping in a store, and one woman points to something and the other woman pushes a cart in that direction.",uH8ObB_dyOk_159_166,1
18450,qNjeEx92rTA,281,299,562,A man mixing chocolate in a bowl.,qNjeEx92rTA_281_299,1
18517,QHkvBU8diwU,1,18,37,A man is playing a guitar.,QHkvBU8diwU_1_18,1
18580,7_XASfcYdBk,3,13,12,A man is playing guitar.,7_XASfcYdBk_3_13,1
18641,RWWvWFeE6_Q,2,26,74,A young man is pushing a van down the street.,RWWvWFeE6_Q_2_26,1
18692,hNOzHvsEmg4,31,36,67,"Two teams are playing soccer, and the goalie in blue stops the red team from making two goals.",hNOzHvsEmg4_31_36,1
18727,ArEWo8pERFc,17,21,31,A woman laying down to go to sleep.,ArEWo8pERFc_17_21,1
18865,VZ6H73nH7xs,27,33,44,A cartoon is swinging.,VZ6H73nH7xs_27_33,1
18919,kNHivduxQWg,0,14,12,Two hamsters are eating.,kNHivduxQWg_0_14,1
19025,9Wr48VFhZH8,45,50,92,"A tiger runs and sits on a prone man, then runs and knocks a man down.",9Wr48VFhZH8_45_50,1
19077,n_Z0-giaspE,270,278,24,A guy is getting out of a plane.,n_Z0-giaspE_270_278,1
19140,_KMoC6ZdeXs,10,16,37,A young man is seated and playing a guitar.,_KMoC6ZdeXs_10_16,1
19189,hJuqBDw_TT4,105,112,67,A group of teenagers are dancing outdoors.,hJuqBDw_TT4_105_112,1
19287,9HTUcMjWB3g,134,138,193,A cucumber is being sliced on a cutting board.,9HTUcMjWB3g_134_138,1
19349,De815YpTBic,41,48,49,A small red car is being driven down a road.,De815YpTBic_41_48,1
19440,kEGmZDpZ_RE,248,293,62,a person cutting vegetables,kEGmZDpZ_RE_248_293,1
19509,sJC7E06IBXI,49,59,17,The car is moving down the road.,sJC7E06IBXI_49_59,1
19560,-FugkxLmGO4,5,16,52,A husky and her pup stare happily out of a cage.,-FugkxLmGO4_5_16,1
19628,zfQOH4UGU_I,1,10,70,A large dog is barking through a chain-link fence.,zfQOH4UGU_I_1_10,1
19689,urNX3e1Wbc8,30,38,68,A large dog is attacking the sweeper someone is pushing.,urNX3e1Wbc8_30_38,1
19928,vz71JKcpeUU,0,10,23,The plane landed at the airport.,vz71JKcpeUU_0_10,1
19980,LYSPQqUvNO0,43,57,1508,A dog fishing in the lake.,LYSPQqUvNO0_43_57,1
20113,vuvpbeQak9Q,23,29,87,A train is going up and down in circles on a carnival ride.,vuvpbeQak9Q_23_29,1
20161,4t5POXt2e68,5,11,33,A crying baby falls down.,4t5POXt2e68_5_11,1
20215,zYcY4mjLpxU,45,55,173,A young boy sitting on the floor between two women is pulling confetti-like material out of a basket and sprinkling it back into the basket.,zYcY4mjLpxU_45_55,1
20270,zBrC1GmA0Qg,26,33,104,"A cat on a coffee table bats at a puppy with his paw, while the puppy on the floor backs away and barks at the cat.",zBrC1GmA0Qg_26_33,1
20374,45AGQSbodbU,5,15,61,a small furry animal is biting on someone's finger.,45AGQSbodbU_5_15,1
20435,KIEWo_xJ5nU,0,7,16,A baby animal is squealing.,KIEWo_xJ5nU_0_7,1
20547,nhm_APPwhWk,6,12,25,A person falls off while riding a dirt bike.,nhm_APPwhWk_6_12,1
20633,qvg9eM4Hmzk,1,9,49,A bearded man lifts the back of a blue truck up and down.,qvg9eM4Hmzk_1_9,1
20684,FA3OfhJK0mI,195,203,98,The video flashes to several different couples kissing.,FA3OfhJK0mI_195_203,1
20728,WpB4-eLyiBc,10,20,43,A man is playing a guitar and singing.,WpB4-eLyiBc_10_20,1
20774,9xVqwy_4pmQ,36,49,35,A man is spinning a hard-boiled egg on a marble counter.,9xVqwy_4pmQ_36_49,1
20852,hReROJQpSow,24,30,70,A baby is laughing.,hReROJQpSow_24_30,1
20912,MPuKVz3sjBA,1,12,21,A baby laughing on the couch.,MPuKVz3sjBA_1_12,1
21053,1mIyMRPV8kg,9,17,89,"A man is playing basketball with a large black dog, and the dog dribbles the ball and makes a basket.",1mIyMRPV8kg_9_17,1
21104,xaPepCVepCg,35,46,74,A large tortoise is walking downhill.,xaPepCVepCg_35_46,1
21211,93n_oYVCLpk,9,12,87,A young boy splashes muddy water on his face and clothes and gets up and looks sheepishly at a young girl.,93n_oYVCLpk_9_12,1
21316,F2Ny7rq9RKs,139,148,18,A man is putting pepper into a bowl.,F2Ny7rq9RKs_139_148,1
21385,tYh4iDFgmEE,10,14,44,A man wearing glasses is eating a slice of pizza.,tYh4iDFgmEE_10_14,1
21428,9QI8cgBSGo8,28,41,20,A girl is writing on a chalk board.,9QI8cgBSGo8_28_41,1
21492,5OuYhq6Zl0g,0,10,21,A group of girls are dancing.,5OuYhq6Zl0g_0_10,1
21622,97JhYpoWxzY,0,4,215,A baby takes a bite off a dill pickle and makes a face by closing her eyes and shaking her head.,97JhYpoWxzY_0_4,1
21667,PiyoeFC31kE,9,27,53,A man rides two horses around in a fenced area.,PiyoeFC31kE_9_27,1
21802,OIjsSu_I4So,6,10,64,A truck or van is being driven down a road.,OIjsSu_I4So_6_10,1
21855,zuYZ5kPatJE,78,116,66,A cat volleys a small ball then knocking over wooden pieces.,zuYZ5kPatJE_78_116,1
21916,WqwcWk1In_g,46,54,30,A cow eating hay.,WqwcWk1In_g_46_54,1
21983,lvFYUmDSOvU,34,38,52,A horse gets up off of the ground.,lvFYUmDSOvU_34_38,1
22039,3FnUTQMJVXI,31,36,79,"A kitten, next to a mirror, is playing with a tennis shoe on the floor.",3FnUTQMJVXI_31_36,1
22156,hSgGBHbJrmE,0,17,89,A gray rabbit is playing with a stuffed white rabbit.,hSgGBHbJrmE_0_17,1
22207,io2dbV-Qbus,215,247,25,A man is pouring batter onto a griddle.,io2dbV-Qbus_215_247,1
22289,QGJy1K91gP4,90,100,42,A group of trees are being blown by the wind.,QGJy1K91gP4_90_100,1
22459,1dA1RQgPN3c,72,82,94,A woman draws the face of a ghost on a sheet.,1dA1RQgPN3c_72_82,1
22583,27hs9W89FuI,0,10,64,Two teams are playing soccer and the blue team makes three goals.,27hs9W89FuI_0_10,1
22752,74tRCYS_534,49,57,27,a man finding animals in the bushes,74tRCYS_534_49_57,1
22823,Els1Cclg_sk,4,15,73,Someone lifts up the back of a blue car and then drops it.,Els1Cclg_sk_4_15,1
22888,pFSoWsocv0g,8,17,73,A dog and a puppy are playing with each other.,pFSoWsocv0g_8_17,1
22945,IiTzJQE67FA,36,46,52,A man is telling a story to people with masks.,IiTzJQE67FA_36_46,1
22991,ScdUht-pM6s,53,63,82,A chef prepares raw poultry.,ScdUht-pM6s_53_63,1
23044,r2PM0om2El8,18,25,30,"Two women, dressed in old-fashioned clothes, are walking together through a garden.",r2PM0om2El8_18_25,1
23110,W6_XuNhgtrM,2,5,32,A dirt bike racer jumping through the air,W6_XuNhgtrM_2_5,1
23188,klFyrnrUSck,87,100,14,A woman is frying food.,klFyrnrUSck_87_100,1
23243,FOOM-wA2rOY,77,86,96,"A man grabs a woman, pulling her down to the ground, and appears to stab her.",FOOM-wA2rOY_77_86,1
23286,onW5hJXnI5s,126,133,45,A horse falls down.,onW5hJXnI5s_126_133,1
23388,uZEGu-TA2cU,42,58,27,A cartoon character riding a bike,uZEGu-TA2cU_42_58,1
23514,6ZhKOK08tgM,45,49,99,"Three young men run, jump, and kick off of a Coke machine.",6ZhKOK08tgM_45_49,1
23566,jTaLGh_MKCM,5,20,51,A soccer player tells tips about his sport.,jTaLGh_MKCM_5_20,1
23679,jvxUeT1Nlb8,100,115,41,A person cooks eggs.,jvxUeT1Nlb8_100_115,1
23724,PJnJMp2ZpbA,3,15,55,A little boy dances around his younger brother.,PJnJMp2ZpbA_3_15,1
23807,pzq5fPfsPZg,51,57,55,A woman hugs a small boy then sets him down on the floor.,pzq5fPfsPZg_51_57,1
23859,MMnnqzOoMF0,68,72,77,A girl moves a picnic-like table one way and a boy moves it back.,MMnnqzOoMF0_68_72,1
23890,rnawC5C8gSI,82,90,29,A kid hiding behind a skateboard,rnawC5C8gSI_82_90,1
23966,FHwC2THZJfA,0,10,66,A raccoon-like animal is hanging off two ropes suspended from the ceiling.,FHwC2THZJfA_0_10,1
24016,Kf8oZGHDTt4,4,13,40,Rocky and Apollo jogging on the sand.,Kf8oZGHDTt4_4_13,1
24226,vMoOpQQy6sI,22,55,30,Two girls are dancing.,vMoOpQQy6sI_22_55,1
24288,EjAoBKagWQA,132,145,35,A male and a female robot are kissing.,EjAoBKagWQA_132_145,1
24401,BVy9SQI5R68,0,7,33,A baby laying on it's back is crying.,BVy9SQI5R68_0_7,1
24457,QVSt5USMkMg,43,50,154,"A woman appears to be feeding a large long-eared animal, while another woman points and watches as they both talk.",QVSt5USMkMg_43_50,1
24562,DLcuZ-HnHZc,0,10,38,A woman petting a wallaby outside.,DLcuZ-HnHZc_0_10,1
24636,fEsrO_poIUg,161,168,292,"A man inserts the tip of a large knife into a vise and pulls the knife towards him, then removes the knife and appears to be checking the blade for straightness.",fEsrO_poIUg_161_168,1
24688,YmXCfQm0_CA,50,57,56,Two men are pushing loaded carts through the woods.,YmXCfQm0_CA_50_57,1
24733,_JVxurtGIhI,32,42,25,A woman sings on stage.,_JVxurtGIhI_32_42,1
24884,yd8jh9QYfEs,4,10,129,Two women get out of a taxi.,yd8jh9QYfEs_4_10,1
24942,cSDkshD2ME0,12,15,86,Someone behind a rock shoots a man on horseback who slumps forward onto his horse.,cSDkshD2ME0_12_15,1
25107,seTkGZlEU64,81,110,50,A woman is slicing some potatoes.,seTkGZlEU64_81_110,1
25152,LacBy2NT3YQ,12,17,76,A rhino takes a walk.,LacBy2NT3YQ_12_17,1
25209,P2WM91LENgk,40,50,85,"A man is seated, singing into a microphone and playing a guitar.",P2WM91LENgk_40_50,1
25252,f9Won2JpOEU,60,80,28,A cat is laying down licking it's paw.,f9Won2JpOEU_60_80,1
25387,g1Gldu1KS44,8,14,84,A baby elephant is walking and wraps his trunk around a leafy green plant.,g1Gldu1KS44_8_14,1
25433,tIMDKdMnNYM,266,273,170,A girl is doing make-up on her cheeks and forehead with a brush.,tIMDKdMnNYM_266_273,1
25570,J---aiyznGQ,0,6,15,A cat is playing a piano.,J---aiyznGQ_0_6,1
25604,Kqb-mmkEWqU,1,5,41,A boy is kicking a ball.,Kqb-mmkEWqU_1_5,1
25674,_1vy2HIN60A,32,40,95,A wallaby bagged in a office.,_1vy2HIN60A_32_40,1
25745,JAFGw0WRHHU,108,116,127,A man kneeling next to a woman lying on the floor keeps patting her back as they talk.,JAFGw0WRHHU_108_116,1
25793,JpjAgSvr42k,0,12,34,A baby biting on a stuffed animal.,JpjAgSvr42k_0_12,1
25911,GyIs9B3A1Z0,0,7,18,two guy racing in the pool,GyIs9B3A1Z0_0_7,1
25987,4MjTb5A68VA,111,118,53,A woman is running in a field and flying a kite.,4MjTb5A68VA_111_118,1
26031,G6w6kO8UPyg,31,41,52,A large dog is driving a car.,G6w6kO8UPyg_31_41,1
26086,TxzxPyfsSxY,0,10,71,A cheetah is chasing prey.,TxzxPyfsSxY_0_10,1
26137,MWvCcwTw7Ac,154,181,38,A dog biting on a can.,MWvCcwTw7Ac_154_181,1
26263,idRc_KkInds,0,6,57,Someone is holding and petting a baby tiger.,idRc_KkInds_0_6,1
26303,VxM96IYzw0Q,2,15,438,A big group of people are watching a plane in the sky.,VxM96IYzw0Q_2_15,1
26375,MoqC84sXu88,47,59,16,A man is walking on a tightrope.,MoqC84sXu88_47_59,1
26457,HDcIB1e9s5A,28,34,61,A man and a woman are dancing in a field.,HDcIB1e9s5A_28_34,1
26515,NbOlG7THecM,25,34,157,Someone is cutting a strip off a rectangular block of wood with a band-saw.,NbOlG7THecM_25_34,1
26562,RJNBxdDQOw4,13,26,78,A kitten drinking milk.,RJNBxdDQOw4_13_26,1
26688,fgWFxFg7-GU,10,26,36,A man playing a guitar on a bench.,fgWFxFg7-GU_10_26,1
26771,_UqnTFs1BLc,23,27,38,A girl is drinking from a cup.,_UqnTFs1BLc_23_27,1
26831,nq4hG6qgyPs,240,251,79,Someone is cutting an onion into pieces.,nq4hG6qgyPs_240_251,1
26884,cCmnN96zIeQ,14,24,186,A boy kneeling in front of a bench is moving his arms and body rhythmically and then he begins to dance on and around the bench.,cCmnN96zIeQ_14_24,1
26951,xXlWsBhFvis,6,10,37,A heavy woman is exercising in her living room.,xXlWsBhFvis_6_10,1
27008,hWhKdXcqYeU,3,12,48,A boy comes out of his tree house.,hWhKdXcqYeU_3_12,1
27070,b_BuSVZwq6M,1,9,34,A man makes a great play in a cricket game.,b_BuSVZwq6M_1_9,1
27141,xPR0xFgCAZY,17,27,40,Someone is slicing a green tomato with a knife.,xPR0xFgCAZY_17_27,1
27188,rq2p5ML8-WI,63,69,25,The man put a necklace around a woman's neck during a ceremony.,rq2p5ML8-WI_63_69,1
27244,PBHZtoygOYg,450,465,35,A man aims and fires a rifle.,PBHZtoygOYg_450_465,1
27308,XNV7hKVu-Xg,40,47,220,"Several males are riding horses, when the scene flashes to two men driving a stagecoach, then back to three of the horsemen.",XNV7hKVu-Xg_40_47,1
27351,-t-ZWaJeH-o,0,15,42,Two women singing in a recording studio.,-t-ZWaJeH-o_0_15,1
27429,xgIIcPSh4EU,0,6,190,A boat is cruising through the waters.,xgIIcPSh4EU_0_6,1
27497,GY5Dl00LrEI,2,13,41,A woman fires a shotgun.,GY5Dl00LrEI_2_13,1
27556,-uT_1VDvXok,8,15,58,A baby rhino is walking behind an adult rhino.,-uT_1VDvXok_8_15,1
27602,ptHkvYrH9fY,2,10,18,A man playing a flute.,ptHkvYrH9fY_2_10,1
27677,Ted3imMggC0,48,58,70,A female applies something to he hair with her hands.,Ted3imMggC0_48_58,1
27787,K6xy6C-Hsa0,2,28,37,A man is slicing a row of mushrooms very quickly.,K6xy6C-Hsa0_2_28,1
27864,2F9jX7u5nOg,83,97,30,A woman is riding on a horse.,2F9jX7u5nOg_83_97,1
27989,PAm82v0AMFc,5,10,65,Someone is riding a white horse.,PAm82v0AMFc_5_10,1
28225,jcIrD7rNvTM,10,21,46,A three legged rottweiler walks outside.,jcIrD7rNvTM_10_21,1
28372,JIoiUNOXGaI,8,13,62,A woman is carrying a huge plastic bag of cans over her back.,JIoiUNOXGaI_8_13,1
28420,dP15zlyra3c,0,10,69,A fox is slowly walking in the snow.,dP15zlyra3c_0_10,1
28479,VahnQw2gTQY,274,280,35,A person slices a bread.,VahnQw2gTQY_274_280,1
28532,dQmaVQZz7EE,1,18,58,A boyis playing guitar.,dQmaVQZz7EE_1_18,1
28601,QA_JTtM1hKA,5,15,23,A guy is playing electric guitar.,QA_JTtM1hKA_5_15,1
28671,5U3xz9Ovmhk,99,105,68,A man is finely chopping a green substance.,5U3xz9Ovmhk_99_105,1
28720,57C93mpt6Xo,358,368,63,A woman is applying blush or powder to her face with a brush.,57C93mpt6Xo_358_368,1
28819,bkazguPsusc,74,85,320,A cat is sliding under a couch.,bkazguPsusc_74_85,1
28897,wLUH7qA_6sA,90,115,67,A bomb causes an explosion.,wLUH7qA_6sA_90_115,1
28955,cWOPC2kt_IA,8,16,201,An animal is sniffing around.,cWOPC2kt_IA_8_16,1
29062,QklHhN8pQBE,0,10,17,A guy is singing.,QklHhN8pQBE_0_10,1
29122,gtIz1u8g1F0,3,13,42,An elephant leads it's young.,gtIz1u8g1F0_3_13,1
29182,nb12bAaKzvA,0,10,72,A raccoon-like animal is holding and eating something orange.,nb12bAaKzvA_0_10,1
29289,8BL9qmFRbd4,6,13,24,business people checking into a hotel room,8BL9qmFRbd4_6_13,1
29413,D1tTBncIsm8,725,740,184,"A man kicks a soccer ball into a goal, and a soccer ball knocks down a camera and tripod, barely missing the man who jumps out from behind it.",D1tTBncIsm8_725_740,1
29457,9HDUADeA2xg,3,31,3065,A puppy plays with a ball.,9HDUADeA2xg_3_31,1
29548,nV3Wv8iHp4U,0,38,26,A small dog plays on the couch.,nV3Wv8iHp4U_0_38,1
29684,omGWjiwxcTE,18,23,40,A fighter gets slammed and punched.,omGWjiwxcTE_18_23,1
29735,NaX51emUDn4,0,20,36,A cat stares at a dish being filled with water.,NaX51emUDn4_0_20,1
29859,gWRRHV7DLV0,21,31,124,A man is talking while stacking three pumpkins.,gWRRHV7DLV0_21_31,1
29980,e3XkmpNcSt4,8,19,230,"Someone is scanning through computer files and labels a folder ""LOL"".",e3XkmpNcSt4_8_19,1
30161,xtbsD3PUua4,174,185,46,A woman cuts a mango.,xtbsD3PUua4_174_185,1
30288,nlU3crMsbWI,19,23,38,Three boys doing art work.,nlU3crMsbWI_19_23,1
30361,aC-KOYQsIvU,25,31,76,Someone is stirring something in a saucepan with what appears to be a stick.,aC-KOYQsIvU_25_31,1
30423,fvBs0xpEZhQ,10,30,115,A man is in an office and juggling a small ball off his feet and head.,fvBs0xpEZhQ_10_30,1
30489,504gE1DA_4g,1,6,49,Someone is petting a rabbit on a bed.,504gE1DA_4g_1_6,1
30538,bL_Kijz9IN4,0,15,111,a girl is slicing garlic,bL_Kijz9IN4_0_15,1
30597,6KS8R3RxrV8,0,23,656,A dog is at waiting at the counter.,6KS8R3RxrV8_0_23,1
30651,gHzws6FpuNE,10,12,35,A car is driven.,gHzws6FpuNE_10_12,1
30829,DAmOfcvfKZ0,22,32,28,a chef cutting a carrot,DAmOfcvfKZ0_22_32,1
30902,pQYEZTwSVbQ,12,18,53,A man has a conversation with a woman.,pQYEZTwSVbQ_12_18,1
31026,fjDvKHkmxs0,72,87,29,Two men are loading into a trunk.,fjDvKHkmxs0_72_87,1
31197,Zqmx-nXhLAg,0,10,104,"A young man is holding and petting a small animal, while another another man watches.",Zqmx-nXhLAg_0_10,1
31355,pUPKsHTDZTo,70,85,426,Two men working on a high building.,pUPKsHTDZTo_70_85,1
31429,WqQonRVs7WA,0,10,111,A raccoon-like animal is hanging upside down from the back of a chair and eating something white.,WqQonRVs7WA_0_10,1
31478,2R_OAYQIkXM,14,22,25,A woman picks up a baby kangaroo.,2R_OAYQIkXM_14_22,1
31552,zCf8NWJ8kzA,47,52,65,Someone is writing something on a piece of white paper with a pencil.,zCf8NWJ8kzA_47_52,1
31598,CL49s8bO6Fg,1,11,293,"A kitten sniffs flowers on a red checked cloth on a table, walks to the wooden part of the table and looks at a small jack-o-lantern, then walks to the edge of the table and looks off, finally backing away.",CL49s8bO6Fg_1_11,1
31635,nc0fVlaTYEs,34,44,61,A person is tearing sheets of paper.,nc0fVlaTYEs_34_44,1
31711,2mUMTFnQWaw,1,9,159,A boy is riding a horse.,2mUMTFnQWaw_1_9,1
31778,sBjr8UJOpsQ,181,195,43,A woman is dancing by a waterfall.,sBjr8UJOpsQ_181_195,1
31886,1qU-kF-km1Q,6,16,55,A man talks about his puppy.,1qU-kF-km1Q_6_16,1
31952,btxCxlO1Euc,1,20,38,Two cats are fighting each other on stools.,btxCxlO1Euc_1_20,1
32016,X98fLZHIzWQ,15,20,38,Cat really wants some cake.,X98fLZHIzWQ_15_20,1
32073,v5CeGLEnVFE,0,8,71,Several monkeys in a row are doing an Irish dance.,v5CeGLEnVFE_0_8,1
32123,7OGizkf_JEo,191,194,76,A circus performer walks across a tight rope.,7OGizkf_JEo_191_194,1
32170,eroAmLZ85DI,28,35,91,A man is sharpening a pencil with a large knife.,eroAmLZ85DI_28_35,1
32279,h0JvF9vpqx8,213,223,54,A giant prepares his tea with a girl in it.,h0JvF9vpqx8_213_223,1
32379,JYNzY9jmsQQ,2,10,245,A dog is picking eatables from the earth and eating them.,JYNzY9jmsQQ_2_10,1
32457,8yoUaH6wGLs,22,30,370,A cop car rams into motorcycle rider.,8yoUaH6wGLs_22_30,1
32572,rNSAmHPYHjA,60,73,48,A person is slicing raw chicken.,rNSAmHPYHjA_60_73,1
32672,PQbkdRbir0M,45,53,27,a girl making lemonade,PQbkdRbir0M_45_53,1
32748,gvVsgOK1iJw,32,38,43,A man talking while buried in sand.,gvVsgOK1iJw_32_38,1
32929,xBePrplM4OA,6,18,31,A woman goes under a horse.,xBePrplM4OA_6_18,1
33039,SULWQEAErKw,13,26,50,A huge turtle is walking on land.,SULWQEAErKw_13_26,1
33108,cLNrpO6wBk4,37,47,15,A man is playing the guitar.,cLNrpO6wBk4_37_47,1
33184,IytNBm8WA1c,63,67,66,"A woman tosses a cat in the air, and the cat hangs off a rod on the ceiling.",IytNBm8WA1c_63_67,1
33285,zhLcONtNkew,16,21,70,A young man bends over and picks up a carnival ticket off the floor.,zhLcONtNkew_16_21,1
33328,RvJH_POzxmc,10,25,35,A group is performing a song onstage.,RvJH_POzxmc_10_25,1
33396,ViM0JjUoqRw,10,20,95,A person is dissembling a web cam.,ViM0JjUoqRw_10_20,1
33492,tzd3AYTZq0U,0,6,321,A small dog laying on the bed.,tzd3AYTZq0U_0_6,1
33550,pfQPRXcihkI,160,184,49,A man slices potatoes.,pfQPRXcihkI_160_184,1
33634,GopEjCCu2jo,2,9,73,A baby is smiling.,GopEjCCu2jo_2_9,1
33696,-rkErLY0rRc,26,35,73,A woman is pruning flowers on a bush.,-rkErLY0rRc_26_35,1
33746,JsD6uEZsIsU,45,58,73,"A bearded, bald man is playing an acoustical guitar.",JsD6uEZsIsU_45_58,1
33811,7HcYJKMxpcg,20,28,19,A lion is walking around.,7HcYJKMxpcg_20_28,1
33934,qzQzooI4BqU,5,15,74,A man is playing a colorfully painted wooden flute.,qzQzooI4BqU_5_15,1
33987,a1i6T160REQ,5,18,29,A man feeding a baby kangaroo.,a1i6T160REQ_5_18,1
34063,6JnGBs88sL0,4,10,29,A helicopter begins to land on top of a building.,6JnGBs88sL0_4_10,1
34125,Ud3Qy8m6OxQ,52,62,75,A young boy is riding a tricycle in circles on a patio.,Ud3Qy8m6OxQ_52_62,1
34171,H1Bok7Dg7g8,21,26,42,A cartoon-man is talking on a telephone.,H1Bok7Dg7g8_21_26,1
34255,RMznbCn5sQs,0,10,52,Zebra are running in an enclosed area.,RMznbCn5sQs_0_10,1
34306,xCFCXzDUGjY,5,9,98,A man skates a tunnel then falls.,xCFCXzDUGjY_5_9,1
34372,MTjrZthHwJQ,2,11,10,Two dogs are swimming.,MTjrZthHwJQ_2_11,1
34434,SrDE9-cDz48,4,12,98,A red panda is grooming itself with it's tongue.,SrDE9-cDz48_4_12,1
34478,0vmoZEaN_-o,5,21,62,A cat is playing with a large watermelon.,0vmoZEaN_-o_5_21,1
34727,yREFkmrrYiw,51,57,43,A woman is peeling a potato with a peeler.,yREFkmrrYiw_51_57,1
35070,LuQ0KiMMhoI,49,64,38,A man arranges books on a shelf.,LuQ0KiMMhoI_49_64,1
35147,4QYPZM01xFE,14,26,54,Someone is peeling an onion with their fingers.,4QYPZM01xFE_14_26,1
35243,Ixw6wmoC_xg,60,70,79,A group of young people attack an older man on crutches.,Ixw6wmoC_xg_60_70,1
35288,zHy7pM0U49w,110,116,334,A chef slices a tomato.,zHy7pM0U49w_110_116,1
35349,KeSQ5Rv7eH8,73,79,158,A Monkey waits on people in a restaurant.,KeSQ5Rv7eH8_73_79,1
35431,1dfR0A_BXjw,545,560,1761,A chef butters some bread.,1dfR0A_BXjw_545_560,1
35483,0piwbTivpDg,10,40,38,A man explaining how to do his hair.,0piwbTivpDg_10_40,1
35563,puineN1UMto,25,29,91,A squirrel is hopping back and forth in the grass on it's hind legs.,puineN1UMto_25_29,1
35611,mHv4iJ9Yr1g,10,16,74,A cat is eating from a cup while a puppy repeatedly bites on the cat's ear.,mHv4iJ9Yr1g_10_16,1
35659,HVR7KpItLfA,62,70,190,A man is erasing a chalk board.,HVR7KpItLfA_62_70,1
35713,W8_63NiTENw,23,30,25,A man bbq on the grill,W8_63NiTENw_23_30,1
35781,FavUpD_IjVY,22,26,64,Cows are doing a synchronized dance.,FavUpD_IjVY_22_26,1
35843,rOic25PnIx8,1,3,120,"A little car sits on toy railroad tracks, as a train approaches.",rOic25PnIx8_1_3,1
35907,V4q5dQmpxIE,20,30,48,A boy plays a trumpet.,V4q5dQmpxIE_20_30,1
36037,TIubRrkku-4,1,10,33,A man is spinning in a machine.,TIubRrkku-4_1_10,1
36094,OVEe1DMsOq0,43,52,36,A number of ferrets wander around in a cage.,OVEe1DMsOq0_43_52,1
36158,0ONJfp95yoE,1,10,75,A cat is standing on it's back paws and appears to be boxing with it's front paws.,0ONJfp95yoE_1_10,1
36251,eiyuac7hA4A,4,47,67,Someone is slicing a carrot into thin slices.,eiyuac7hA4A_4_47,1
36330,SaOqf2d-y30,22,27,25,A kitten meows.,SaOqf2d-y30_22_27,1
36398,Lyp7MiaCXNE,114,120,67,Someone adds a few drops of clear liquid to a kettle with an eyedropper.,Lyp7MiaCXNE_114_120,1
36446,P6eo3LULuuc,1,11,13,A car is driving.,P6eo3LULuuc_1_11,1
36515,8z-XGiU1KN4,9,17,88,A group of young people are rehearsing dance movements.,8z-XGiU1KN4_9_17,1
36554,98Alrg4pFXs,148,153,77,two men doing round house style kicks against each other.,98Alrg4pFXs_148_153,1
36738,9OxQ-2gR1DU,18,38,23,a sword fight between two women,9OxQ-2gR1DU_18_38,1
36799,jLgmCY1fEE8,16,26,27,A man is talking with other women on the beach.,jLgmCY1fEE8_16_26,1
